,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,1.0,2.5586409637313398e-05,0.007859116870831106,4.1150513208652e-05,0.0011290120310886052,1.1290120310886052e-05,0.0028507738363545013,2.8507738363545015e-05,0.001329473933276844,1.5335290529394577e-05,1.3107334885696248e-05,1.1820678874794095e-07,8.691936532824072e-06,1.304321277660834e-06,4.145558673964471e-05,1.1020163295050297e-07,0.0003665980766704498,1.9596853025458433e-05,0.0011388091881739195,2.1531873386859347e-05,0.02380098827259871,1.4256983105770611e-05,0.17009319222293798,0.0018257583581296366,0.006341351754557494,0.00017109088913608693,0.006418721033635745,8.83951100228733e-05,0.0147085840477726,0.0001416969342196183,0.004754126434766016,5.4238529886268034e-05,0.004236463117689691,1.7637476974871476e-17,4.0689825957637174e-05,1.8114495366304047e-05,0.0019148908295771882,5.273987604254552e-07,0.0003098608832715549,1.2288173066040513e-06,2.6483699029542635e-05,1.3385990273334154e-07,2.304561256586696e-06,4.1878871228355264e-07,5.632161309889662e-05,9.62292297289897e-07
1,1.9911159591432947e-05,0.9999999999999999,4.791609471018543e-05,0.0050902732684928245,4.752352713100297e-06,0.0004752352713100297,2.2053610440010207e-05,0.0022053610440010206,1.047410812493573e-05,7.930991771005374e-05,4.101542352995941e-08,1.8033434900098666e-06,7.011182613293779e-08,2.1452259919644127e-05,3.9090154936282105e-07,1.8421161874821214e-05,4.827110105094501e-06,0.00027769255108911955,2.375900041283711e-06,0.004401958997945759,1.194406724921607e-05,0.0029197938973869885,0.0005560360449031384,0.03957362738521286,1.790603611224244e-05,0.014979632354503067,9.413843510610526e-05,0.01680135522677154,9.630545763426113e-05,0.004922913712921122,3.256521771731192e-05,0.0028253550822452678,2.576989422330883e-05,7.31895547650841e-15,6.53349127490857e-07,0.0006154411355346491,1.9319553234803363e-05,8.795661101012016e-06,6.128361995502488e-06,0.00016217718488093207,5.596143572315936e-07,2.6624934512395088e-05,1.8987266850149365e-08,1.1570107341140331e-05,4.152118471905027e-07,0.00014504348719072589
2,0.003109589730852451,2.436259559822756e-05,1.0,0.0018976883907861788,0.0018377553449785218,1.8377553449785218e-05,0.00021416520040689198,2.14165200406892e-06,0.0001399990392295991,1.2851658254081115e-08,3.6834900286560726e-06,9.841401830578306e-09,1.0751338019476967e-06,1.7637774190477778e-08,8.035002380672077e-06,1.495341195969461e-07,7.191823901898986e-06,8.871198189272128e-06,0.00011152060693192551,0.00018829325968043435,0.005670237857725636,1.014441619445878e-05,0.0001284210399952471,3.021506857729229e-07,0.0012816994411786816,2.4924656067583165e-05,0.0031991191385583955,5.214228824179609e-07,7.535137615084322e-05,7.2579188856435504e-06,0.00022839905330379465,9.19350115896537e-07,0.00014330911556900716,3.7727773139334514e-19,2.599313703500157e-06,1.5715383493531325e-07,0.0008320400180634521,5.331386189053266e-07,3.4649623885461713e-06,8.304947914729848e-08,4.262285628369666e-06,1.2466455650014219e-07,7.25037326604812e-08,3.4155980972839973e-07,9.094695316865715e-07,1.8845262882392465e-07
3,2.7850223973299484e-05,0.0044269776499363854,0.0032460035520879044,1.0,1.3122946245815537e-06,0.00013122946245815536,9.550402237650128e-06,0.0009550402237650127,4.1924953319372845e-07,8.010325922904752e-05,9.650057260904295e-08,2.4869370944433e-06,6.348244267738882e-09,1.4839790456735494e-06,9.187496194938802e-08,3.3966150069437643e-05,3.6250085157825607e-06,0.0005865701476720388,2.962719232512627e-07,0.0010689171215125337,0.0004215514635237951,0.0024491801042401343,1.4452055111114977e-05,0.008648296652650378,0.00011054934060141277,0.003094200433458176,4.5457942933723705e-05,0.0013565161115243185,3.7538822317816154e-05,0.0010783454145210604,6.258444682931441e-06,0.00016143274720523425,5.151851771030584e-06,2.73779941951421e-18,4.414910073744216e-07,0.00018950873574509385,3.2396205164877146e-07,1.8051534768359416e-06,1.761303173607437e-06,1.3851397818416482e-05,2.5664742105115923e-07,3.016678324997534e-05,1.4995960376423958e-08,5.8433710820915374e-05,3.980387269523137e-08,0.0003111004789989615
4,0.00029653257764643206,1.6039665390736475e-06,0.0012199223585641116,5.09274295243493e-07,1.0,0.01,0.002291201071299096,2.291201071299096e-05,1.6294623819668902e-05,1.0203836444157646e-07,1.176999528100014e-06,3.925437726068666e-09,9.874343205635538e-08,1.8402531352567815e-08,3.0919079325362256e-06,2.3189689041485505e-08,2.5509037620454504e-05,3.823797660090701e-07,0.0011575665766440754,1.7527105510890715e-05,0.0011823719005586168,8.429208175876979e-07,0.0002919369833154518,2.048917531599071e-06,0.00038556449311714003,5.8403737729649045e-06,0.007388139578187461,2.580884408115597e-05,0.0002431907667212183,3.096501755713999e-07,2.3515050951494442e-05,4.378980506680255e-07,7.940737080391326e-07,5.616374514503887e-19,1.7106760700672448e-05,1.1380088228611869e-07,0.0029450856379671115,2.0923142624700472e-07,4.633996286969896e-05,2.5273083598982694e-09,3.628710225518469e-07,1.9064776928009324e-08,2.396193416274938e-07,6.180949099243853e-08,5.010218729914209e-07,1.4318274616660672e-07
5,2.9653257764643207e-06,0.00016039665390736474,1.2199223585641115e-05,5.09274295243493e-05,0.01,1.0,2.291201071299096e-05,0.002291201071299096,1.6294623819668902e-07,1.0203836444157646e-05,1.176999528100014e-08,3.9254377260686657e-07,9.874343205635538e-10,1.8402531352567813e-06,3.091907932536226e-08,2.3189689041485505e-06,2.5509037620454504e-07,3.823797660090701e-05,1.1575665766440755e-05,0.0017527105510890713,1.1823719005586169e-05,8.429208175876978e-05,2.9193698331545184e-06,0.0002048917531599071,3.8556449311714e-06,0.0005840373772964904,7.38813957818746e-05,0.002580884408115597,2.431907667212183e-06,3.096501755713999e-05,2.3515050951494442e-07,4.378980506680255e-05,7.940737080391327e-09,5.616374514503887e-17,1.7106760700672447e-07,1.1380088228611868e-05,2.9450856379671117e-05,2.092314262470047e-05,4.6339962869698964e-07,2.5273083598982695e-07,3.628710225518469e-09,1.9064776928009324e-06,2.396193416274938e-09,6.180949099243853e-06,5.010218729914209e-09,1.4318274616660672e-05
6,0.0016821271607236764,1.672201286129424e-05,0.0003193858097477608,8.32653450335874e-06,0.005147370388433154,5.147370388433154e-05,1.0,0.01,0.0004923416847492165,7.640596211366723e-06,3.781400697680531e-05,1.840555533568549e-07,2.9008229235399234e-06,1.2238769655978355e-06,0.0001344373103442743,3.0024787495500654e-07,0.00033356621530837794,4.967257154095275e-05,0.004909487632716438,2.713206150385846e-06,0.0003119729037312802,1.7904630848562075e-07,0.00016432027644519256,1.0874494007915538e-06,8.167118355401002e-05,3.875556266820376e-05,0.0008270772374361455,0.00029874143417372447,0.014106568959352795,4.736621441526229e-06,0.0004780725328244798,3.364006066237865e-06,0.0002794131906446352,8.394051263831102e-18,0.0003133287098605655,1.5213409266609904e-05,0.10713298517922364,2.7848322732306298e-05,0.0003112507871757456,7.272725647783519e-07,6.401614637295143e-07,8.743029085619914e-07,1.1436621701491354e-05,1.5688516234261227e-06,1.101973699198109e-05,3.0658757750792743e-06
7,1.6821271607236763e-05,0.001672201286129424,3.193858097477608e-06,0.000832653450335874,5.147370388433154e-05,0.005147370388433154,0.01,1.0,4.923416847492165e-06,0.0007640596211366724,3.781400697680531e-07,1.8405555335685492e-05,2.9008229235399235e-08,0.00012238769655978355,1.3443731034427428e-06,3.0024787495500653e-05,3.3356621530837795e-06,0.004967257154095275,4.909487632716438e-05,0.0002713206150385846,3.119729037312802e-06,1.7904630848562076e-05,1.6432027644519256e-06,0.00010874494007915538,8.167118355401002e-07,0.003875556266820376,8.270772374361455e-06,0.029874143417372448,0.00014106568959352796,0.0004736621441526229,4.780725328244798e-06,0.0003364006066237865,2.7941319064463525e-06,8.394051263831101e-16,3.133287098605655e-06,0.0015213409266609903,0.0010713298517922363,0.0027848322732306296,3.112507871757456e-06,7.27272564778352e-05,6.401614637295143e-09,8.743029085619915e-05,1.1436621701491355e-07,0.00015688516234261225,1.101973699198109e-07,0.0003065875775079274
8,0.000553910735756707,5.607764979698655e-06,0.00014741974815523645,2.5809471253230006e-07,2.5848208719497493e-05,2.5848208719497494e-07,0.00034764061091743673,3.476406109174367e-06,1.0,1.2752560714563482e-05,3.914666929648401e-06,3.5758727793049915e-08,2.9513065347751374e-06,3.0075094172392196e-07,1.0195931130072718e-06,1.6325312847487603e-07,0.00019438032512353104,4.909781135760002e-06,0.00011499438560879293,6.802218346584022e-08,1.1326709224578291e-05,1.8327917394366803e-07,1.8986825562405277e-05,8.406713070154162e-07,3.299331966395274e-05,2.175685143066947e-06,0.002188683837199312,1.5371104265413444e-05,0.014624903520923735,1.813285980672503e-05,0.00023000450259242646,5.907370430503086e-06,0.0005110689581458756,1.5989826078344218e-17,0.00010226957567913314,0.0005206137012615774,0.0009667652081034304,2.5567970650883295e-06,0.012519676233661382,2.4075034665049844e-06,7.757113877258223e-06,5.781614968238436e-07,1.928121381441142e-06,5.835026778153709e-07,5.6461918155947e-07,6.8858031163424614e-06
9,7.35398722281916e-06,4.887324296021567e-05,1.5576170232112344e-08,5.6758069240497e-05,1.8630328329729964e-07,1.8630328329729964e-05,6.20957751214032e-06,0.000620957751214032,1.4678048104527048e-05,1.0,3.1045551100936375e-07,1.7423747169624012e-05,1.0596375555068014e-06,0.0001783040439824144,1.3677044090191767e-06,0.0002166782256832852,5.952377842848885e-06,0.0004982978340167618,2.1064700169699427e-06,3.6094479815720674e-05,1.7250476529418787e-06,1.5607981804473074e-05,1.5824390388014291e-06,5.4292079842224244e-05,1.4807167890141002e-06,3.816773611379447e-05,1.2511066234382783e-05,0.0018869320012237798,6.532783525669732e-06,0.015233737891897043,0.0002259154956727329,0.0005289771521987881,4.4873857391551574e-06,5.557991885155631e-16,0.0002867231435009329,0.0014124059479484652,5.618393027440114e-06,7.817883929755876e-05,1.2691465739871723e-06,0.00043401807690964574,1.6756561224663277e-05,0.000421527561836047,4.377552016776276e-08,0.0003172487250755379,7.87434669106066e-06,0.0012733302666776837
