,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.9999999999999999,0.008290887850918015,0.0055930732237081835,0.004004181255616355,0.0002494057477705143,1.7827580065131633e-05,0.00022237989109994988,3.5684009544137615e-07,0.0004340856321284167,2.8755436312496964e-05,0.0001638190340385853,2.614141278753814e-05,0.00038291042184234435,4.264764295814757e-05,1.829562715270884e-05,5.122504853432412e-06,0.02898812020850611,5.863644222841037e-05,0.0026133305741595425,0.0004357727108394696,0.026705868067940796,0.002552728422398147,0.0002911888472060579,9.828803532642842e-05,0.003001687756797128,4.586317034326312e-05,2.157214515661996e-05,3.804003016307857e-05,0.009150042422536671,1.3449841718632253e-05,0.0001328287952975438,8.2419993645781e-06
1,0.01632120591552348,1.0,0.0014684907035712497,0.2323544872059861,2.4328673728473037e-05,0.0027107278849748204,3.184287082168311e-05,0.00014150471229444037,2.2952996602051216e-05,0.00021611468354611123,1.192664196841404e-06,0.00021605113608407961,1.946514780629836e-05,5.1390988817325886e-05,2.658918611706442e-06,1.244612213634276e-05,0.0019262048019617973,0.00019195705591898288,2.7081499862313746e-05,0.21588555893651498,0.002571463618084032,0.03608687990555879,0.00017720196783021873,0.002548974709987603,0.00026203327135571866,0.003406877854085808,1.8948288550696066e-06,0.0005714325397378554,0.0004947070654472973,0.00041039424154967465,3.708064397211085e-05,0.0010512334332577436
2,0.005082557462715019,0.0006778783916304515,0.9999999999999999,0.0005457600586850621,0.00018326478018819496,3.0871764145096386e-06,0.0003163644278596038,7.213195461565457e-06,0.001661231941845819,1.3966729233020628e-05,0.00022770708478786386,2.608650704878534e-06,0.0010472878918578391,0.0003312031273280421,0.00023603224513546673,4.1401011786699294e-05,0.0027077904357751563,0.00025367357517691456,0.00026849653323193843,0.0005976728377906823,0.03330837767559152,0.0015114936926706665,0.0003049804003485021,2.6932473852960964e-05,0.001037488414792685,6.364522570334769e-05,0.00034549124795374235,3.6472890430796444e-05,0.0001590726503204979,5.040650534121976e-05,0.0001328459006619163,3.429070273577034e-05
3,0.0045133578236147285,0.13304112185436445,0.0006769490675245813,1.0,7.289262709211884e-06,3.756768951498036e-05,0.00013558634111768926,4.537795848466451e-05,5.712262303496821e-05,0.0005023466173105731,2.87622098215313e-06,0.0003143225212720533,3.73126383107389e-05,0.0019545058093685622,1.9645190713850805e-05,0.0005152935640291474,0.0006844077363513902,0.002881400295177421,6.535470515915001e-05,0.030384864370365455,0.0010320854969538714,0.21960928342351568,5.931107540817195e-06,0.002263025894990873,7.234943227270482e-06,0.0006643871077525392,1.1222198677660739e-05,3.079403036933019e-05,5.0672320845807305e-05,0.0008026545310602057,7.747378558666997e-06,2.1679987818882275e-06
4,0.0003367984783462673,1.668902223861787e-05,0.0002723396535915899,8.732955106012571e-06,1.0,0.0008070765913824517,0.058254145843305176,0.001704100574061273,0.0787000024150676,1.0772439662919396e-05,0.0019566681355034656,5.9929281346628695e-05,0.016826763109939216,0.0002409880434535907,0.0017028274269316078,8.387826157434613e-05,0.0003376080252595607,1.7097981114895824e-05,0.06775117466256075,3.3469216546428545e-06,0.00047702428106498584,3.4869552563801866e-06,0.015009359095668053,0.009598856691926007,0.00539447517959626,0.00026314554011074937,0.0019727620174028165,0.00043881521496140084,0.034875053805673246,0.00022313465509096956,0.009936607899034819,3.792892114445096e-06
5,1.3909052587469642e-05,0.0010743353682096989,2.6505427231123855e-06,2.6003607464767244e-05,0.0004662901505176208,1.0,0.012307791838618687,0.021734293472307525,0.0033181634682950714,0.0006251498481517417,0.00021632268198956562,0.003471489683715464,0.0006233152233499265,0.0065230085941186365,7.218175928573402e-05,0.00042039866908373205,0.0007677249329390511,0.005931101774299915,4.5328991928192325e-05,0.0006187432066659121,3.85841286844762e-05,0.00019753567600707674,0.008796338537568156,0.14273097680433783,0.0012454787481962456,0.002287282408401474,5.250818341956208e-05,0.01382149691211082,0.0003342135307390255,0.0025325459176167445,0.0007930662286125958,0.003818852562294761
6,0.00010456549160652059,7.605957281929682e-06,0.00016370001657348317,5.6561741630625993e-05,0.020284114173138548,0.007417675993277192,1.0,0.002112566618912247,0.051767558295089354,7.237997222700259e-05,0.0023214246743484394,0.0001314197784121461,0.0041320212599706765,0.00037015577671989597,0.00017408911898003431,9.297660772404795e-05,0.015140882068285913,0.00014508495715584286,0.10296228313179405,2.3910787411634383e-05,0.00033334489058561433,6.390066080987047e-06,0.11215574160569028,0.004524249608963289,0.009626980793313492,0.0017199063140801024,0.0002386330236782015,0.0002724374857226576,0.0003860059834712383,3.504333024315289e-05,0.0003779131202365828,7.1820261275399e-06
7,4.436577821619853e-07,8.937049351659088e-05,9.868936746291932e-06,5.005337570390306e-05,0.0015689388495424969,0.03463497116286186,0.005585885120515548,1.0,5.758998052748881e-05,0.0021968187052860194,0.00013401779408031369,0.012119086807852644,0.0001971008291524966,0.01877633668497153,0.00017157439223499404,5.109966953102921e-05,0.00021629117414605906,0.011340172777363702,0.0002456278054838577,0.0008185760718413801,2.609289548169889e-05,0.00011942867200834248,0.00022478970187073995,0.0699341054626808,5.541597259225838e-06,0.01573891266663651,4.453245849483629e-06,0.003891125257068515,0.0002864398048866929,0.002720383358293266,0.0002924147051030673,0.013223309697367699
8,0.00033090900770213293,8.888354487027377e-06,0.0013935792099752829,3.863271959087161e-05,0.044426721046863474,0.0032420954900533407,0.08392628294491822,3.5310645165803884e-05,1.0,1.2447514602409907e-05,0.0017620549944771483,0.0005478886600305425,0.006024563315772569,0.0008501179968242091,8.20851915957211e-05,6.393563122285798e-05,0.008744078974679895,0.0028334266095961912,0.010083199518166773,9.864608361862822e-05,6.906604889137481e-05,3.7045352387206175e-05,0.012492831258818268,0.011189187401978037,0.01160202842064077,0.0005668890004418297,0.0009466484768976142,0.000895860211401987,0.013972903940225757,3.054345429077568e-05,0.00020805701247735074,0.0005628198501248605
9,3.402555137161595e-05,0.00012990273104683384,1.818645830702494e-05,0.0005273544974143629,9.439209330225743e-06,0.0009481219179494003,0.00018214227287042292,0.002090763793703803,1.932122581522639e-05,1.0,0.0018108962052480505,0.0838397544818689,0.0011049269785517145,0.022025507664726707,4.757148318973426e-05,0.00012481356488074915,2.556800698388707e-05,0.004939486098910014,0.00026921610517394905,5.145328470206516e-05,1.7521059418003016e-05,3.107516080003291e-05,6.288529663226772e-05,0.006255624948090344,0.000996529954617223,0.003696958811764162,3.198731345698949e-05,0.008814163961933763,8.862463924509185e-05,0.1815398840242328,0.026733604366541958,0.019541018560772828
