,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1.0,0.0015134972783721534,7.512319683129053e-05,0.000381176572954778,0.009281567395243898,0.0009331349563462563,2.4610394130893734e-05,0.00330749099041002,0.015761843545312935,1.620303608725763e-05,3.2292962371990273e-06,1.7865462413262865e-05,0.00041402623901476925,5.5190823252040023e-05,1.0277503827255775e-06,2.119568086946853e-05,0.007255670499754994,0.0004981595680405192,1.001889776426454e-05,3.0364706030632432e-05,0.0009061269910190979,1.8126441385958008e-05,1.5663943207701044e-07,4.448514897536074e-05,0.00046400331065645433,0.0003485828518400393,9.437539909420108e-05,0.002340216538255463,0.1895847839478994,0.00024263936172512122,1.0557041997501536e-05,0.003921277880572823,0.08963969546639827,0.0065353047712062295,1.8308623545875524e-06,0.0002199997222000497,0.0019518535467123667,7.916326134937144e-05,5.43230036806476e-07,9.334645571287633e-06,0.00022169844086752653,4.172069217577113e-05,7.2946326913903735e-06,2.873962402788034e-05,0.005012785871371418,0.0007245485184441072,2.3409699013851544e-05,0.00034184826518792225,0.015954018982874914,1.040041469484342e-05,1.691469684193619e-06,3.7989332633773375e-05,0.0001796701530487272,0.0022275138196091583
1,0.0013670710393025906,0.9999999999999999,0.0007382032398504225,3.670529754811981e-05,0.003812905254000762,0.019248380273645307,6.453871565011031e-05,1.3512435903430737e-05,0.0004281000967440555,0.000783815907403544,9.402272124622334e-06,9.768886943446058e-07,5.318104144495618e-06,0.00027969763781445856,9.208565286818178e-06,1.3033051692164443e-06,6.7377757997267145e-06,0.0060994445155856504,0.0005103026154098553,1.1992151979331402e-05,4.110440088321637e-05,0.0016529804711083703,2.1627604073397513e-05,8.286442594036936e-07,2.3160264154199384e-05,0.006900039913490341,0.0004949079139280525,8.938795638230303e-05,0.001568593687126904,3.754209626310942e-05,0.004170654203518168,0.00024208953430946206,0.0023819712311059084,0.025581206890305942,3.710788427497688e-05,2.0571858798089297e-06,1.589462863030806e-05,0.0020607055385206833,4.5005351198214655e-05,3.22522807033711e-06,6.281915050583046e-05,0.0006494149995063431,2.7699651471939783e-05,9.119808404097322e-06,0.00010707928266657694,0.0009393690439845296,0.00026094979663069247,3.863386197199123e-05,0.0007492417182283045,0.00011443580848523844,2.324338836794289e-06,2.637886192071757e-06,6.027509596660268e-05,0.0012047440075114687
2,0.00015178029005300395,0.0016512309707954359,1.0,9.176232585802605e-06,2.230431681323603e-06,0.0003417937115472405,0.0015953835515784662,4.04057793539659e-07,5.330656408754861e-06,8.712228956145652e-07,3.797193635015235e-05,1.1034389984779478e-08,9.091054493819333e-08,2.036727956444329e-05,8.548788472025646e-05,7.570845029048927e-08,1.3182031005944337e-06,5.048280818927609e-06,0.0009240883531514212,1.9991052789415638e-07,5.870960069187803e-07,9.59788912056736e-07,0.00011650323159653075,1.1450057953057253e-07,8.950788797366099e-07,2.297971757970349e-05,0.00040517516963332824,1.503954870766775e-08,5.243136194366097e-05,7.14272507261423e-07,0.028313509335086088,2.470678360903676e-05,2.4584015793462987e-05,0.01331354072445174,0.0001932822839316999,7.980361476593525e-09,5.0151841775945135e-08,5.519981598967435e-06,0.0001536979310838271,6.665566511205507e-09,7.131969722792695e-08,7.177534106937298e-06,0.0004961067679597818,1.3185797630951293e-08,2.49067179610791e-06,1.9634131236736615e-05,0.002861519376215297,6.567143725138022e-08,2.160447229510306e-06,7.23496752169317e-06,0.0007609771468764236,5.654115007033787e-08,1.6105234220397126e-06,0.000273006390118342
3,0.00045130342873980355,4.81129229769584e-05,5.377315610332474e-06,0.9999999999999999,0.0005997806030841466,8.997982515808231e-06,3.010547147238453e-07,0.010819832101182385,5.69160922344452e-06,6.604599437699281e-07,9.953028236911622e-09,9.378959368879353e-05,3.7024522096899396e-06,1.6035458891590927e-07,5.795618929390164e-09,0.00011798926074971645,3.6188462057120626e-05,1.0449024922645908e-05,4.0044111701637837e-07,0.0023944004634379908,1.6177370575257588e-05,1.8365397882113362e-06,2.7563115807402258e-08,0.00020404448447908422,2.1205321893131085e-05,9.440035988325966e-06,3.987658608398733e-07,0.0020289047780867775,0.00023474870503483489,1.989479501880546e-06,4.381755227347535e-06,0.09858692515936857,0.0076598794483427705,0.00017495131829610124,8.417012667489287e-09,0.00132191764851602,1.0947949360776108e-05,1.200458199155248e-06,2.2700526894200914e-08,0.00016713087282716496,2.498188340576469e-06,1.5683912955400297e-07,3.251291011691204e-08,0.0003326062171422062,4.7707942009975533e-05,2.121577813396655e-06,4.356461397214173e-07,0.00555044908676749,0.00011633645460443247,5.051028676618329e-08,1.4526529252979833e-08,0.00033606750981249366,0.00012335518104575967,1.0863368236338195e-05
4,0.007230633505824923,0.0032885284373663734,8.600082836935602e-07,0.00039464355206651335,1.0,0.0027574938327707132,6.51973719953726e-06,0.00034562844591445695,0.006168310753739161,4.6865247509179594e-05,4.86884149115146e-07,2.7336228727555004e-06,3.219364235654476e-05,6.172642868718652e-05,9.67751174097215e-07,0.00010315263130909443,0.002084900249353774,0.00044801829327067663,6.694411658729262e-05,0.0007168031108337239,0.0010814085059407173,6.993598306128285e-05,9.97262974764724e-07,1.2533589973551285e-05,0.0010675501405165869,0.001054157574797781,4.5015111654662345e-05,0.000984606327225996,0.0006653033853566622,0.00015222706483537872,5.143749108813748e-06,0.0020159080518310215,0.03404748092230568,0.0007646684303454346,3.6625388893036607e-07,0.00014263445504708228,0.0008941768045267704,3.4962634066728133e-05,3.5653991166979704e-06,1.8969817184225413e-05,0.0005132981018876627,8.574721483623272e-05,2.1298511471500642e-06,0.00010369589793721073,0.010296200835376123,1.8854150606817032e-05,2.4955774999878106e-05,0.00041246219212332674,0.005114566735150589,4.5868046449482417e-07,6.333118963937769e-07,2.1795580693365206e-05,0.006174866468381081,3.6996857180827216e-05
5,0.0014559012014074898,0.03324851070462749,0.0002639430288239091,1.1857418779255995e-05,0.005522642980326679,1.0,0.007427377282035547,0.00032701542719167483,0.006650501822400895,0.0026182530296267334,8.109219881833381e-05,1.5313846388678848e-06,5.65441652159459e-06,0.0014775630500635606,9.585828220462144e-05,3.7674211747354824e-05,0.000614155389299324,0.0003971729637472183,5.246771834325184e-05,0.00011326803501774395,0.00013514143935605655,0.002853489666560263,0.0002065669186391934,5.319870553305908e-05,0.00041824700324343336,0.00032501663806309766,0.00014822269159649718,9.945023411023962e-05,0.0014352815694238952,0.003141911056596606,0.001419562669288901,8.032616624071334e-05,0.0024064670717499643,0.013991024222752066,0.0002696985966596832,5.676221768522689e-06,5.158398436498308e-07,0.0011061997252239865,0.00019671032125322327,8.698983290499325e-07,4.357018306283673e-05,0.011541603075443137,0.0001469124550052821,3.396681977517151e-05,0.004356297488965497,0.002593477729310741,0.006256737336807792,9.889228471929227e-05,0.0012834987123751726,0.003100566715474272,0.0008171875153186155,2.9747813881325116e-05,0.000394757043761708,0.20461570484599176
6,4.866351166808489e-05,0.00014128490248899213,0.0015613802047377853,5.02791442631381e-07,1.6548549754989827e-05,0.00941310527796331,1.0,1.4433567966054661e-05,0.00013219596178869127,0.00014490465861266753,0.005515433972812272,3.0211372601986315e-07,7.100692255592898e-07,0.0002802298693992035,6.348019132213815e-05,9.63536866126253e-07,6.267501936524086e-05,6.713388874634358e-05,0.01682821859282323,2.5527643336812907e-06,4.373180259822264e-06,0.00010996771298877814,0.001976101658170639,1.4134703895045688e-06,6.890524395648843e-06,1.3265335412711248e-05,0.053896243562777106,2.034946106856115e-06,1.0398367928961733e-05,0.0009967575238008497,0.09332623284626584,6.454664198124257e-06,7.56779537405229e-05,2.3333867845600926e-05,0.004774401525301145,1.3130543612336688e-06,1.0159094668479374e-05,2.103320334330381e-06,0.0016922270411934281,4.600501147095708e-08,1.0301305261810021e-05,3.938773257449571e-05,0.002388770623902647,4.620739266045439e-07,0.00011774921783196354,0.000454195263423299,0.06534127367429259,2.1898216677834395e-06,5.28480213177658e-05,0.00013284794750947795,0.006902277296358532,1.1396165333880472e-06,1.0369842185353448e-06,0.0029979273694607546
7,0.0040392308657497345,1.826939705756215e-05,2.4423178122435744e-07,0.011160357232061227,0.0005418192843404892,0.00025596512805420177,8.914332553719498e-06,1.0,0.008535210635113763,8.159039803496537e-07,4.5074070187473365e-07,7.0875720208042225e-06,1.2865432903891479e-05,8.747010019623809e-06,1.446313571542925e-07,0.006471605896998365,3.727193774803765e-05,4.467986401556293e-06,1.2217432815546425e-06,0.043417933129795666,0.00020027660405350935,3.747302228076755e-06,2.648047123631022e-07,0.01574975224205787,0.00040818516823849457,5.459247685410871e-06,2.715209462301575e-06,0.000193198472919925,0.0015306136615423366,2.8332406237474836e-06,3.7003455579983363e-06,0.017784787805876473,0.0038753025752756016,1.635816730281841e-05,3.926504049768521e-07,0.005553968271257736,7.278361283452928e-05,2.467933108564451e-06,3.407566100555102e-08,0.0004535734707488712,3.956176038754232e-06,1.1278750946579657e-05,3.6664869698904506e-07,0.011139496157451243,0.0016583147290451133,6.068416048874588e-05,1.452702030806254e-05,0.00767265164172633,0.0013541925431376058,6.71267869528792e-06,1.507738005558187e-06,0.007847296118643998,6.780279325104326e-06,0.0008890452243191499
8,0.022870327989618064,0.0006877035526368891,3.828289337113549e-06,6.975221820248008e-06,0.011488851046614422,0.006184895297753325,9.700602145812892e-05,0.010140972789933988,1.0,2.1013236446001166e-05,1.695532567384626e-05,2.4310971022109e-05,3.5360694670112585e-05,0.00018025759879464862,1.359198429667965e-06,0.00019022736124593232,0.00837426246045329,0.0006924118907260153,0.00010087507135644212,0.0007097192956924091,0.00846487160576145,0.00014091584084661483,3.67834696627568e-06,0.0004669401979516377,0.001907269584555619,0.0005529751284373514,0.0002452632125745625,0.0013914916346559293,0.012578527174768385,0.00028403577456892075,6.349771457125612e-05,0.0008931339332217745,0.02576932618259009,0.00026686984532548613,8.05884481007357e-06,0.00014306866371318724,0.004297667343661182,8.384588134527712e-05,1.8901390067672674e-06,0.00015212700805188,0.005293623206179481,8.13623237377615e-07,2.387763618457408e-06,0.0004786446131279298,0.031007841484813753,0.0011936923431414455,7.134098792891431e-05,0.0003555532123669415,0.07914108772834755,0.00015221629313047017,1.542181307578425e-05,0.0005372090225819071,0.0038388282488251426,0.010755305470558134
9,2.2145494007418196e-05,0.0011860243562919382,5.893549505582575e-07,7.624177958003005e-07,8.222139892511107e-05,0.002293576037885026,0.00010015818478134444,9.131203438363931e-07,1.9793224022163123e-05,1.0,0.011772941563504797,7.5794036469308415e-06,3.337186946136376e-05,0.0020088359250593434,0.00011770776238890409,1.4535130235712377e-05,0.00018401263568885518,0.01201243771266771,0.0008064430138539013,5.717684225212777e-05,8.442449124369442e-06,0.0004170648354248706,4.9712230777472945e-05,1.0050817368552586e-05,3.378469600683598e-05,0.028250355773877744,0.0005838534903010392,5.262915829895137e-06,5.003231898857531e-07,0.03369908721288724,1.2643562879259617e-05,1.5282105864889232e-06,2.4348836980021496e-05,7.605987851437257e-05,0.009481690253205602,0.0004080215169464167,0.004808007994005853,0.00730351615126062,2.1359718397814954e-05,6.738375216845056e-05,0.00031980164867586366,0.0019922621147386963,0.0001602056879130237,1.4206233369088557e-05,0.00043236546547995253,0.04220033476800205,0.0013838705109032925,8.831752957451694e-06,0.00048821918036288025,0.0006588910011246827,0.00010750391372788143,9.040528054396221e-06,8.776073267040259e-06,0.00018797402645962763
