,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1.0,0.0012338326851072455,0.0016249069538473296,0.08759400655127456,0.00011927452036353649,6.960689412045949e-05,0.00016556258327043332,6.109201890169164e-05,1.7935710808870146e-06,0.00016490276701578547,2.4099150483490927e-06,7.179582094589242e-06,0.00027678901617425903,0.0010718789703655408,7.623086025753659e-05,0.0005452350570738713,7.98337918264067e-05,4.542481883680459e-05,0.016737251387963545,0.006252526537752723,0.00020054946654935943,0.05344473115668331,1.1279328539608802e-05,1.348812977551925e-05,0.00035918870700323236,7.521317432856183e-06,2.6051120645290373e-06,0.0021481064998637948,0.0004701075122774802,0.0001525847070036571,0.007080459487619544,0.000235207542122064,8.035331582226908e-06,0.00020000290454464875,1.907075188046642e-05,8.018770924232104e-06
1,0.0017372813488960798,1.0,0.00020123770329450239,0.0009574565754747097,0.004949988304324431,1.786347658099237e-05,4.4684666356866625e-05,0.0011062350723209868,3.989531184691329e-06,2.2630392718270093e-05,1.5322097512389033e-05,2.202061181440014e-07,1.83994532052726e-05,0.00485733461189314,7.862711372318993e-05,2.882152396410206e-06,0.0014681916682191785,4.880928530812319e-06,0.0055353300618048475,0.03675078384570537,0.0006536439402695224,0.004370656240543327,0.00014677061695689584,7.051300309970276e-07,4.640108072144481e-09,6.297311120491558e-05,3.5225086210179228e-06,0.0002510417827600394,0.00449584053592895,1.0715000093746867e-05,0.0002700357820189517,0.001627203598874151,4.5305500888041626e-06,2.338729171771014e-05,0.0002487061876373776,1.980491076422269e-06
2,0.0015472227053588683,0.00013608798964774636,1.0,0.0013879443114217793,8.736846882168846e-09,0.004905632246049086,2.015043778017922e-06,3.8497677983235457e-07,0.00021220975782408768,1.8735918544749488e-06,2.290643288736287e-07,7.136377404376311e-05,4.3334570372745097e-05,9.508241981272244e-05,0.018901644524826507,1.659290656862611e-05,2.0222501939021115e-07,0.00044387684060021753,0.00413417743291262,0.00032986797861343987,0.4944471165245814,0.002190228440371846,1.7205891320749553e-06,0.0004440746290063553,9.13284982006123e-06,7.696961347520995e-08,0.0001753723183107094,3.7800826853460606e-06,2.348961926752788e-06,0.0003432143288270981,1.113840120381152e-05,2.9407036242568387e-06,0.0008429052664287484,1.0175534525042652e-07,2.0390650794810363e-07,0.00010432920620392797
3,0.10185639524271095,0.0007907134213827202,0.001694968452086899,0.9999999999999999,1.1600317192158348e-05,4.919213419870674e-05,7.265026073579083e-05,2.8091451643857715e-05,2.4336354693221163e-05,5.748755636206311e-05,3.7774064333341854e-06,4.240344410130992e-07,9.820592938614289e-05,0.00011816031412950897,2.2154451267863375e-06,6.259633537985993e-05,7.71127744834258e-06,3.8350084119316524e-05,0.048538044126236655,0.0007775456492689473,0.0013337185712431708,0.0520534232622146,3.5101432415951322e-06,4.519119362833756e-07,1.941733361569803e-06,3.483822449854704e-07,2.7451157361008754e-06,0.0006952134116424678,3.232810994084675e-05,2.7198761717315752e-06,0.0006484070578699211,3.977063107506477e-05,1.6682690489401764e-05,0.00037080008327389203,7.223744469712252e-06,4.327208905437077e-06
4,9.868071311880851e-05,0.0029085389689634685,7.591279682101426e-09,8.253545583451201e-06,1.0,4.4403140808309194e-05,0.001284249011350259,0.02993939130121888,8.51133652643351e-05,0.0011534111234388189,0.008155431761500843,3.3239835591414075e-06,2.9924542571379352e-05,0.0012588027452977452,4.2217358138215155e-05,0.0005266369820935244,0.01755366283708645,3.125487789156919e-05,0.00020314294606618396,0.0014871887235625404,1.5752715314352658e-06,7.271925847696874e-05,0.0014295705237316594,7.943013330038668e-07,0.00011900586740018574,0.00251178542854148,4.2914808896434375e-05,0.0006806002613329188,0.02512832734659332,6.312701635884916e-05,0.0021005479316371536,0.04887738198611562,0.00014011814017081666,0.0006725667762020397,0.03213960622242945,2.9531045551844657e-05
5,3.068577386638616e-05,5.592898309373052e-06,0.0022712005232272837,1.8649473623962044e-05,2.3659955011881962e-05,1.0,0.0023221193805765873,0.00013911591130569116,0.0528654508599792,5.4365267789751554e-05,5.103429282151603e-05,0.0006769273007234813,0.00010069685992179156,1.8127681029087312e-05,0.004269972166241303,8.620586613083931e-05,3.353293550392448e-05,0.018553401937568943,2.712582603040712e-05,3.0759592132066595e-06,0.00495167864791578,1.7810615666031784e-05,2.292952306477888e-06,0.0014331684967950403,1.3779442124812458e-05,1.6166894206223367e-07,0.012367206741351536,0.004981219331788344,4.073850993369269e-05,0.061950280925339045,0.002600987657165486,4.027290791351193e-05,0.031402406959574525,0.0007765200236262525,3.8531586361618014e-07,0.007772486427023073
6,4.855688899609692e-05,9.307505321299288e-06,6.206529344634838e-07,1.8323647416857318e-05,0.00045525350652416194,0.0015448573330305237,1.0,0.0006189894974415079,0.00013200493665874042,0.04649887450286451,0.0004693721771158857,8.967301833509488e-06,0.0010237434111085221,1.9797190601352385e-06,5.6237935102426024e-05,0.001971067888298222,6.587413269589075e-05,0.00012785136341593933,0.0002455973868202312,1.302351023439425e-06,2.4243704785996636e-06,6.866277055923943e-06,2.2342947616343237e-05,6.623435138545141e-07,0.0005052481200962131,2.3235238820272833e-05,1.2971083838054197e-05,0.00013894877797595767,0.00027964179204917897,0.0006131653265704925,0.005028595357730576,0.00020938429342660892,0.004388323893037438,0.0035504608020036892,0.0001344612195710319,0.0005441492968290581
7,3.903249942153472e-05,0.0005019672941497927,2.5831646404628483e-07,1.5434840856519753e-05,0.023120661236424797,0.00020162011824449382,0.0013484551455026873,1.0,3.9419388292176295e-05,0.0025030907377993055,0.030234894055392345,1.5021631272754538e-06,0.0003619544772447476,0.0002037203057669062,3.7128523216772022e-06,0.00032783494743055826,0.0019344574213209943,3.958824359665243e-05,0.00011695991371168631,0.0010679716668282777,5.149275799648244e-07,1.3881553238287645e-06,0.0028879888038097316,7.686564829574282e-06,4.6136870436275554e-05,0.0007547875297177815,1.2115712181992983e-05,0.00011994348451785692,0.001912266827007021,2.0641819123322073e-05,0.0002944553837526799,0.08857094637537914,0.00022239479696343188,0.003496361873835472,0.022374474285179205,0.0002703116032365102
8,1.8429507688369178e-06,2.911408321003212e-06,0.00022900035632547022,2.1504866795470638e-05,0.00010570810877289682,0.12322029866832784,0.0004624839378476854,6.339618692564604e-05,1.0,0.0008938334238320268,8.40626305365978e-05,0.00047716231882768625,7.942708104944653e-05,5.7172626785507466e-06,0.009448075490526819,0.0003197305449078857,2.156232058644717e-05,0.009439077921376725,2.9686772248132866e-05,2.3814954143374127e-06,0.0003623366167303349,0.00010782645606045563,3.0346451001859888e-06,0.000715885494861317,1.739835948613049e-05,3.484274805143729e-06,0.010926855048280129,9.432468326061811e-05,1.1764477229997822e-05,0.07458593167682205,0.0006312591771989641,0.0001309930101529159,0.08075534610734778,0.0022881605594430227,3.412779500674269e-06,0.028385909223161608
9,0.00014338021717976376,1.3974603517605549e-05,1.7108500535050616e-06,4.2985425345184105e-05,0.0012121624482327213,0.00010722547975048464,0.13785263499824968,0.003406402788127027,0.0007563498764377117,1.0,0.005180323763339118,2.8024873461392026e-05,0.001036218628931563,3.4569266955296214e-05,8.724838595467591e-05,0.006400125552715238,4.74106188219752e-05,0.0002225889803991439,5.948729777133334e-06,3.949389867448655e-05,2.5033029896830575e-06,0.000934824789220536,3.275962456575078e-06,4.186780538963823e-05,0.0005664196736779927,3.0816254607117617e-06,0.0017011987431245525,0.0004668926993209649,0.0008461046969793581,0.0008280163977285884,0.011248221377072603,0.0004201179618379127,0.006752581686950768,0.026613144197626983,0.0021234168059354286,0.0007473142720292127
